State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
ND,38049,McHenry,"5,395","1,873.95",37.589,"1,911.54",48.233842,–100.633267,18.1
GA,13191,McIntosh,"14,333",424.299,149.594,573.893,31.482978,–81.370199,19.18
ND,38051,McIntosh,"2,809",974.733,20.007,994.74,46.117034,–99.443041,15.19
OK,40091,McIntosh,"20,252",618.496,93.79,712.286,35.369092,–95.671764,20.88
PA,42083,McKean,"43,450",979.197,5.022,984.219,41.81459,–78.572463,17.83
ND,38053,McKenzie,"6,360","2,760.32",100.452,"2,860.78",47.742475,–103.403215,17.99
NM,35031,McKinley,"71,492","5,449.81",5.467,"5,455.28",35.573732,–108.255307,16.85
IL,17113,McLean,"169,572","1,183.38",2.892,"1,186.27",40.494559,–88.844539,19.75
KY,21149,McLean,"9,531",252.474,3.759,256.233,37.530575,–87.262931,16.09
ND,38055,McLean,"8,962","2,110.88",217.141,"2,328.02",47.653055,–101.421794,15.85
TX,48309,McLennan,"234,906","1,037.10",23.13,"1,060.23",31.549493,–97.201472,14.61
MN,27085,McLeod,"36,651",491.471,14.057,505.528,44.821644,–94.272320,20.68
TN,47107,McMinn,"52,266",430.125,2.058,432.183,35.424471,–84.619963,19.83
TX,48311,McMullen,707,"1,139.43",17.359,"1,156.79",28.384922,–98.578853,21.14
TN,47109,McNairy,"26,075",562.86,0.752,563.612,35.175626,–88.564671,14.74
KS,20113,McPherson,"29,180",898.274,2.328,900.602,38.395812,–97.647489,15.53
NE,31117,McPherson,539,858.976,1.035,860.011,41.596473,–101.060237,20.75
SD,46089,McPherson,"2,459","1,136.64",14.892,"1,151.54",45.784249,–99.211421,22.14
KS,20119,Meade,"4,575",978.088,1.258,979.346,37.243886,–100.360094,17.69
KY,21163,Meade,"28,602",305.423,19.079,324.502,37.967476,–86.200863,18.92
SD,46093,Meade,"25,434","3,470.98",11.865,"3,482.85",44.606792,–102.715864,17.4
MT,30059,Meagher,"1,891","2,391.91",2.848,"2,394.76",46.585706,–110.921781,16.27
NC,37119,Mecklenburg,"919,628",523.842,22.067,545.909,35.246862,–80.833832,15.69
VA,51117,Mecklenburg,"32,727",625.485,53.743,679.228,36.687256,–78.368959,18.44
MI,26107,Mecosta,"42,798",555.071,16.123,571.194,43.635295,–85.332751,15.95
OH,39103,Medina,"172,332",421.358,1.658,423.016,41.116051,–81.899566,15.6
TX,48325,Medina,"46,006","1,325.36",9.177,"1,334.53",29.353661,–99.111085,22.12
MN,27093,Meeker,"23,300",608.178,36.597,644.775,45.123156,–94.527346,16.33
OH,39105,Meigs,"23,770",430.098,2.903,433.001,39.089807,–82.028397,19.81
TN,47121,Meigs,"11,753",195.122,21.627,216.749,35.503397,–84.823888,15.18
SD,46095,Mellette,"2,048","1,307.31",3.56,"1,310.87",43.58493,–100.760598,14.89
IL,17129,Menard,"12,705",314.437,1.02,315.457,40.022569,–89.794133,21.47
TX,48327,Menard,"2,242",902.03,0.237,902.267,30.883707,–99.854936,18.15
CA,6045,Mendocino,"87,841","3,506.34",371.798,"3,878.14",39.432388,–123.442881,14.7
KY,21165,Menifee,"6,306",203.585,2.349,205.934,37.950715,–83.597345,16.53
MI,26109,Menominee,"24,029","1,044.08",294.133,"1,338.21",45.544174,–87.509892,18.47
WI,55078,Menominee,"4,232",357.608,7.351,364.959,44.991304,–88.669251,18.35
CA,6047,Merced,"255,793","1,934.97",43.537,"1,978.51",37.194806,–120.722802,18.33
IL,17131,Mercer,"16,434",561.202,7.492,568.694,41.204791,–90.741433,17.65
KY,21167,Mercer,"21,331",248.797,4.514,253.311,37.812085,–84.879695,14.88
MO,29129,Mercer,"3,785",453.835,1.275,455.11,40.421414,–93.567631,19.82
NJ,34021,Mercer,"366,513",224.557,4.331,228.888,40.282503,–74.703724,18.16
ND,38057,Mercer,"8,424","1,042.96",69.534,"1,112.49",47.303279,–101.820765,14.94
OH,39107,Mercer,"40,814",462.449,10.976,473.425,40.535333,–84.632059,16.48
PA,42085,Mercer,"116,638",672.575,10.03,682.605,41.300014,–80.252786,18.64
WV,54055,Mercer,"62,264",418.993,1.731,420.724,37.403448,–81.106456,17.19
GA,13199,Meriwether,"21,992",501.223,4.183,505.406,33.03022,–84.663279,15.86
NE,31121,Merrick,"7,845",484.881,9.617,494.498,41.169801,–98.031051,18.53
NH,33013,Merrimack,"146,445",934.116,22.331,956.447,43.299485,–71.680130,17.25
CO,8077,Mesa,"146,723","3,328.97",12.149,"3,341.12",39.019492,–108.461837,15.08
KY,21169,Metcalfe,"10,099",289.645,1.544,291.189,36.990394,–85.629554,13.15
IN,18103,Miami,"36,903",373.842,3.546,377.388,40.772881,–86.044259,15.81
KS,20121,Miami,"32,787",575.661,14.595,590.256,38.566772,–94.832963,12.02
OH,39109,Miami,"102,506",406.58,3.076,409.656,40.053326,–84.228414,14.22
FL,12086,Miami-Dade,"2,496,435","1,897.72",533.467,"2,431.18",25.610494,–80.499045,16.59
MA,25017,Middlesex,"1,503,085",817.817,29.243,847.06,42.479477,–71.396507,17.64
NJ,34023,Middlesex,"809,858",308.914,13.913,322.827,40.439593,–74.407585,16.23
VA,51119,Middlesex,"10,959",130.306,80.455,210.761,37.606828,–76.527958,17.28
CT,9007,Middlesex [6],"165,676",369.301,69.762,439.063,41.434525,–72.524227,16.47
MI,26111,Midland,"83,629",516.253,11.815,528.068,43.648378,–84.379220,18.36
TX,48329,Midland,"136,872",900.299,1.751,902.05,31.870896,–102.024326,14.07
PA,42087,Mifflin,"46,682",411.031,3.685,414.716,40.61189,–77.620661,16.75
TX,48331,Milam,"24,757","1,016.93",4.841,"1,021.77",30.791242,–96.984395,14.54
UT,49027,Millard,"12,503","6,572.43",255.467,"6,827.89",39.09454,–113.525014,19.24
MN,27095,Mille Lacs,"26,097",572.31,109.271,681.581,45.929043,–93.632996,15.77
AR,5091,Miller,"43,462",625.578,12.071,637.649,33.305505,–93.901509,15.51
GA,13201,Miller,"6,125",282.421,1.242,283.663,31.162908,–84.730386,19.45
MO,29131,Miller,"24,748",592.595,7.397,599.992,38.21672,–92.429871,23.81
IA,19129,Mills,"15,059",437.437,3.207,440.644,41.033703,–95.619101,21.25
TX,48333,Mills,"4,936",748.261,1.507,749.768,31.494889,–98.594623,18.71
WI,55079,Milwaukee,"947,735",241.402,948.137,"1,189.54",43.017655,–87.481575,16.46
SD,46097,Miner,"2,389",570.311,1.62,571.931,44.017327,–97.609790,21.48
CO,8079,Mineral,712,875.666,2.016,877.682,37.651478,–106.932300,17.44
MT,30061,Mineral,"4,223","1,219.44",3.822,"1,223.26",47.155213,–115.064550,17.39
NV,32021,Mineral,"4,772","3,752.84",60.134,"3,812.98",38.516647,–118.416279,19.13
WV,54057,Mineral,"28,212",327.83,1.388,329.218,39.405626,–78.956581,19.71
WV,54059,Mingo,"26,839",423.109,0.859,423.968,37.721151,–82.158993,17.91
ID,16067,Minidoka,"20,069",757.591,5.336,762.927,42.856937,–113.640010,17.23
SD,46099,Minnehaha,"169,468",807.147,6.716,813.863,43.667472,–96.795726,19.2
MI,26113,Missaukee,"14,849",564.726,9.103,573.829,44.325424,–85.085471,16.16
AR,5093,Mississippi,"46,480",900.574,19.238,919.812,35.766943,–90.052209,16.03
MO,29133,Mississippi,"14,358",411.583,17.179,428.762,36.826264,–89.295929,18.37
MT,30063,Missoula,"109,299","2,593.42",24.896,"2,618.32",47.027263,–113.892681,17.81
GA,13205,Mitchell,"23,498",512.085,1.739,513.824,31.22894,–84.192407,21.18
IA,19131,Mitchell,"10,776",469.133,0.432,469.565,43.348564,–92.784466,12.69
KS,20123,Mitchell,"6,373",701.792,17.367,719.159,39.393026,–98.207362,23.26
NC,37121,Mitchell,"15,579",221.425,0.662,222.087,36.013102,–82.163554,18.38
TX,48335,Mitchell,"9,403",911.09,4.822,915.912,32.303781,–100.924580,18.78
AL,1097,Mobile,"412,992","1,229.44",414.577,"1,644.01",30.684573,–88.196568,18.95
CA,6049,Modoc,"9,686","3,917.77",285.629,"4,203.40",41.592919,–120.718370,15.97
CO,8081,Moffat,"13,795","4,743.29",7.622,"4,750.91",40.573984,–108.204521,17.39
AZ,4015,Mohave,"200,186","13,311.08",149.565,"13,460.65",35.717705,–113.749689,19.86
MO,29135,Moniteau,"15,607",415.025,3.846,418.871,38.633037,–92.583642,19.49
NJ,34025,Monmouth,"630,380",468.793,196.527,665.32,40.287056,–74.152446,14.12
CA,6051,Mono,"14,202","3,048.98",82.894,"3,131.88",37.915836,–118.875167,19.23
IA,19133,Monona,"9,243",694.072,4.862,698.934,42.049432,–95.956566,14.53
WV,54061,Monongalia,"96,189",360.062,5.818,365.88,39.633645,–80.059074,15.29
AL,1099,Monroe,"23,068","1,025.68",8.743,"1,034.42",31.580332,–87.383266,19.23
AR,5095,Monroe,"8,149",607.122,14.176,621.298,34.679513,–91.203314,20.35
FL,12087,Monroe,"73,090",983.282,"2,754.24","3,737.52",25.601043,–81.206777,18.79
GA,13207,Monroe,"26,424",395.658,2.153,397.811,33.017435,–83.922938,15.95
IL,17133,Monroe,"32,957",385.011,13.025,398.036,38.277983,–90.179078,17.45
IN,18105,Monroe,"137,974",394.509,16.812,411.321,39.160751,–86.523325,19.23
IA,19135,Monroe,"7,970",433.715,0.588,434.303,41.028847,–92.869642,14.2
KY,21171,Monroe,"10,963",329.373,2.683,332.056,36.714077,–85.713508,17.32
MI,26115,Monroe,"152,021",549.394,130.625,680.019,41.916097,–83.487106,16.37
MS,28095,Monroe,"36,989",765.094,7.002,772.096,33.89003,–88.485038,15.6
MO,29137,Monroe,"8,840",647.653,22.51,670.163,39.49827,–92.006458,15.59
NY,36055,Monroe,"744,344",657.205,709.524,"1,366.73",43.464475,–77.664656,19.22
OH,39111,Monroe,"14,642",455.721,1.737,457.458,39.725969,–81.090658,18.93
PA,42089,Monroe,"169,842",608.286,8.973,617.259,41.056233,–75.329037,17.12
TN,47123,Monroe,"44,519",635.565,16.994,652.559,35.447666,–84.249786,19.59
WV,54063,Monroe,"13,502",472.752,0.888,473.64,37.550353,–80.547891,17.1
WI,55081,Monroe,"44,673",900.776,7.442,908.218,43.945175,–90.619969,17.35
TX,48337,Montague,"19,719",930.906,7.37,938.276,33.676289,–97.724747,16.5
MI,26117,Montcalm,"63,342",705.399,15.427,720.826,43.312782,–85.149468,15.26
CA,6053,Monterey,"415,057","3,280.60",490.626,"3,771.22",36.240107,–121.315573,17.58
CO,8083,Montezuma,"25,535","2,029.53",10.624,"2,040.15",37.338025,–108.595786,15.93
AL,1101,Montgomery,"229,363",784.247,15.665,799.912,32.203651,–86.203831,17.93
AR,5097,Montgomery,"9,487",779.88,20.409,800.289,34.545652,–93.664147,19.19
GA,13209,Montgomery,"9,123",239.523,5.169,244.692,32.172108,–82.533349,17.65
IL,17135,Montgomery,"30,104",703.687,5.99,709.677,39.228092,–89.478007,15.13
IN,18107,Montgomery,"38,124",504.613,0.832,505.445,40.040296,–86.892715,34.5
IA,19137,Montgomery,"10,740",424.097,0.931,425.028,41.021735,–95.157790,19.83
KS,20125,Montgomery,"35,471",643.527,7.954,651.481,37.189537,–95.742403,14.79
KY,21173,Montgomery,"26,499",197.366,1.491,198.857,38.038138,–83.912338,18.66
MD,24031,Montgomery,"971,777",491.254,15.693,506.947,39.137382,–77.203063,22.25
MS,28097,Montgomery,"10,925",406.981,0.908,407.889,33.500714,–89.639625,16.52
MO,29139,Montgomery,"12,236",536.247,5.761,542.008,38.935162,–91.465437,15.69
NY,36057,Montgomery,"50,219",403.043,7.312,410.355,42.900891,–74.435358,18.9
NC,37123,Montgomery,"27,798",491.76,10.034,501.794,35.338071,–79.904196,13.32
OH,39113,Montgomery,"535,153",461.553,2.782,464.335,39.755218,–84.290546,17.81
PA,42091,Montgomery,"799,874",483.04,4.155,487.195,40.209999,–75.370201,16.18
TN,47125,Montgomery,"172,331",539.177,4.653,543.83,36.500354,–87.380887,18.37
TX,48339,Montgomery,"455,746","1,041.74",35.144,"1,076.88",30.302364,–95.503523,21.36
VA,51121,Montgomery,"94,392",387.014,2.251,389.265,37.174885,–80.387314,18.79
MI,26119,Montmorency,"9,765",546.663,15.989,562.652,45.024134,–84.130107,19.09
PA,42093,Montour,"18,267",130.242,2.088,132.33,41.029261,–76.665259,16.58
CO,8085,Montrose,"41,276","2,240.70",1.901,"2,242.60",38.413427,–108.263042,16.89
SD,46101,Moody,"6,486",519.386,1.421,520.807,44.012429,–96.676054,16.32
NC,37125,Moore,"88,247",697.843,8.01,705.853,35.310163,–79.480664,17.81
TN,47127,Moore,"6,362",129.223,1.194,130.417,35.288889,–86.358684,15.52
TX,48341,Moore,"21,904",899.691,9.93,909.621,35.835676,–101.890502,19.98
NM,35033,Mora,"4,881","1,931.27",2.347,"1,933.62",35.982841,–104.921898,12.55
LA,22067,Morehouse,"27,979",794.934,11.15,806.084,32.820008,–91.800399,14.5
AL,1103,Morgan,"119,490",579.337,19.716,599.053,34.454484,–86.846402,19.78
CO,8087,Morgan,"28,159","1,280.43",13.31,"1,293.74",40.262354,–103.807092,15.24
GA,13211,Morgan,"17,868",347.349,7.271,354.62,33.593732,–83.492324,18.77
IL,17137,Morgan,"35,547",568.791,3.506,572.297,39.716806,–90.202277,15.06
IN,18109,Morgan,"68,894",403.969,5.458,409.427,39.482646,–86.447457,16.31
KY,21175,Morgan,"13,923",381.127,2.661,383.788,37.92294,–83.258944,17.74
MO,29141,Morgan,"20,565",597.631,16.39,614.021,38.420807,–92.874835,18.93
OH,39115,Morgan,"15,054",416.423,5.36,421.783,39.624946,–81.861699,21.35
TN,47129,Morgan,"21,987",522.18,0.313,522.493,36.138697,–84.639262,17.66
UT,49029,Morgan,"9,469",609.196,1.709,610.905,41.091027,–111.577885,13.97
WV,54065,Morgan,"17,541",229.073,0.541,229.614,39.554835,–78.257314,17.74
NE,31123,Morrill,"5,042","1,423.84",6.023,"1,429.86",41.732205,–102.990599,16.92
KS,20127,Morris,"5,923",695.279,7.61,702.889,38.687696,–96.644905,17.16
NJ,34027,Morris,"492,276",460.177,21.448,481.625,40.858581,–74.547427,20.71
TX,48343,Morris,"12,934",251.985,6.716,258.701,33.116466,–94.731265,13.62
MN,27097,Morrison,"33,198","1,125.06",28.325,"1,153.39",46.020484,–94.266619,19.42
OH,39117,Morrow,"34,827",406.079,1.143,407.222,40.525266,–82.797729,15.7
OR,41049,Morrow,"11,173","2,031.61",16.903,"2,048.51",45.425496,–119.602311,19.01
KS,20129,Morton,"3,233",729.731,0.196,729.927,37.18525,–101.809516,18.86
ND,38059,Morton,"27,471","1,926.27",19.176,"1,945.45",46.713789,–101.279743,16.89
TX,48345,Motley,"1,210",989.562,0.248,989.81,34.058383,–100.793696,16.08
IL,17139,Moultrie,"14,846",335.943,8.534,344.477,39.636896,–88.625726,14.86
ND,38061,Mountrail,"7,673","1,825.30",116.271,"1,941.57",48.210291,–102.364756,14.95
MN,27099,Mower,"39,163",711.329,0.238,711.567,43.666249,–92.759514,20.07
KY,21177,Muhlenberg,"31,499",467.079,12.321,479.4,37.213816,–87.134092,17.1
OR,41051,Multnomah,"735,334",431.297,34.306,465.603,45.547693,–122.417173,16.54
GA,13213,Murray,"39,628",344.466,2.196,346.662,34.797097,–84.737990,16.46
MN,27101,Murray,"8,725",704.702,14.8,719.502,44.015594,–95.761581,16.92
OK,40099,Murray,"13,488",416.458,8.636,425.094,34.485766,–97.071557,13.6
IA,19139,Muscatine,"42,745",437.469,11.66,449.129,41.483776,–91.118699,13.76
GA,13215,Muscogee,"189,885",216.385,4.621,221.006,32.510197,–84.874946,21.46
MI,26121,Muskegon,"172,188",499.246,960.779,"1,460.03",43.289258,–86.751892,16.92
OH,39119,Muskingum,"86,074",664.579,8.004,672.583,39.966046,–81.943506,17.46
OK,40101,Muskogee,"70,990",810.45,29.329,839.779,35.617551,–95.383911,24.6
MT,30065,Musselshell,"4,538","1,868.16",2.752,"1,870.91",46.505665,–108.436982,18.15
TX,48347,Nacogdoches,"64,524",946.537,34.651,981.188,31.62056,–94.620250,15.11
NE,31125,Nance,"3,735",441.633,6.598,448.231,41.402386,–97.991408,11.3
MA,25019,Nantucket,"10,172",44.97,258.686,303.656,41.305878,–70.141910,14.31
CA,6055,Napa,"136,484",748.362,40.22,788.582,38.507351,–122.325995,15.91
NC,37127,Nash,"95,840",540.407,2.362,542.769,35.965945,–77.987555,22.29
FL,12089,Nassau,"73,314",648.639,77.282,725.921,30.605926,–81.764929,17.01
NY,36059,Nassau,"1,339,532",284.716,168.518,453.234,40.729687,–73.589384,15.91
LA,22069,Natchitoches,"39,566","1,252.25",46.743,"1,298.99",31.734982,–93.086106,16.52
WY,56025,Natrona,"75,450","5,340.35",35.313,"5,375.67",42.973641,–106.764877,17.79
AZ,4017,Navajo,"107,449","9,950.42",9.297,"9,959.72",35.390934,–110.320908,23.13
TX,48349,Navarro,"47,735","1,009.63",76.309,"1,085.94",32.04845,–96.476908,20.05
KY,21179,Nelson,"43,437",417.512,6.564,424.076,37.803188,–85.465955,16.11
ND,38063,Nelson,"3,126",981.775,27.041,"1,008.82",47.918667,–98.204428,18.34
VA,51125,Nelson,"15,020",470.856,3.45,474.306,37.790016,–78.879394,14.91
KS,20131,Nemaha,"10,178",717.427,2.011,719.438,39.791043,–96.005381,21.78
NE,31127,Nemaha,"7,248",407.382,2.222,409.604,40.387448,–95.850954,15.01
KS,20133,Neosho,"16,512",571.472,6.322,577.794,37.564283,–95.315683,15.57
MS,28099,Neshoba,"29,676",570.141,1.473,571.614,32.752518,–89.119274,11.63
KS,20135,Ness,"3,107","1,074.75",0.258,"1,075.01",38.480437,–99.908745,15.3
AR,5099,Nevada,"8,997",617.837,2.802,620.639,33.666699,–93.305072,13.74
CA,6057,Nevada,"98,764",957.772,16.029,973.801,39.295191,–120.773446,16.75
DE,10003,New Castle,"538,479",426.286,67.717,494.003,39.575915,–75.644132,12.68
NC,37129,New Hanover,"202,667",191.534,136.669,328.203,34.177466,–77.871378,16.66
CT,9009,New Haven [6],"862,477",604.506,257.551,862.057,41.349717,–72.900204,9.83
VA,51127,New Kent,"18,429",209.729,13.742,223.471,37.498974,–76.993339,17.53
CT,9011,New London [6],"274,055",664.878,106.821,771.699,41.47863,–72.103452,13.71
MO,29143,New Madrid,"18,956",674.84,21.734,696.574,36.594261,–89.655949,15.51
NY,36061,New York [10],"1,585,873",22.829,10.762,33.591,40.776557,–73.970174,11.18
MI,26123,Newaygo,"48,460",813.204,48.485,861.689,43.562709,–85.791423,16.12
SC,45071,Newberry,"37,508",630.037,17.249,647.286,34.28973,–81.600053,13.83
VA,51700,Newport News [9],"180,719",68.714,50.763,119.477,37.075978,–76.521719,14.95
RI,44005,Newport [6],"82,888",102.386,211.208,313.594,41.502732,–71.284063,16.82
AR,5101,Newton,"8,330",820.896,2.29,823.186,35.910063,–93.215084,14.9
GA,13217,Newton,"99,958",272.161,7.037,279.198,33.544046,–83.855189,13.29
IN,18111,Newton,"14,244",401.759,1.679,403.438,40.962399,–87.402172,21.5
MS,28101,Newton,"21,720",578.104,1.498,579.602,32.40197,–89.118412,17.48
MO,29145,Newton,"58,114",624.765,1.821,626.586,36.908017,–94.334741,16.91
TX,48351,Newton,"14,445",933.677,6.051,939.728,30.786718,–93.739250,19.4
ID,16069,Nez Perce,"39,265",848.092,8.19,856.282,46.333766,–116.760903,19.92
NY,36063,Niagara,"216,469",522.359,617.31,"1,139.67",43.456731,–78.792143,20.5
KY,21181,Nicholas,"7,135",195.171,1.663,196.834,38.337132,–84.025554,21.19
WV,54067,Nicholas,"26,233",646.824,7.583,654.407,38.291416,–80.797516,17.43
MN,27103,Nicollet,"32,727",448.494,18.249,466.743,44.35882,–94.245685,18.81
WY,56027,Niobrara,"2,484","2,626.04",1.919,"2,627.96",43.062159,–104.468373,19.11
IN,18113,Noble,"47,536",410.843,6.59,417.433,41.400794,–85.417850,14.58
OH,39121,Noble,"14,645",398.012,6.558,404.57,39.767232,–81.452604,21.94
OK,40103,Noble,"11,561",731.895,10.641,742.536,36.384901,–97.236335,16.32
MN,27105,Nobles,"21,378",715.106,7.451,722.557,43.677686,–95.763132,16.79
MO,29147,Nodaway,"23,370",876.964,0.912,877.876,40.360484,–94.883281,12.19
TX,48353,Nolan,"15,216",911.997,1.951,913.948,32.312338,–100.418108,18.93
AK,2180,Nome [4],"9,492","22,961.76","5,315.86","28,277.62",64.783686,–164.188912,15.35
MA,25021,Norfolk,"670,850",396.105,48.241,444.346,42.169703,–71.179875,16.4
VA,51710,Norfolk [9],"242,803",54.12,42.231,96.351,36.923015,–76.244641,15.39
MN,27107,Norman,"6,852",872.789,3.941,876.73,47.32947,–96.463807,18.05
AK,2185,North Slope,"9,430","88,695.41","6,100.87","94,796.28",69.449343,–153.472830,17.59
NC,37131,Northampton,"22,099",536.589,14.016,550.605,36.421774,–77.398352,15.04
PA,42095,Northampton,"297,735",369.671,7.725,377.396,40.752791,–75.307447,15.5
VA,51131,Northampton,"12,389",211.612,583.637,795.249,37.302629,–75.923868,19.53
PA,42097,Northumberland,"94,528",458.368,19.157,477.525,40.851524,–76.709877,17.98
VA,51133,Northumberland,"12,330",191.295,94.326,285.621,37.856974,–76.379687,15.5
AK,2188,Northwest Arctic,"7,523","35,572.58","5,176.35","40,748.94",67.005066,–160.021086,13.81
KS,20137,Norton,"5,671",878.134,3.164,881.298,39.783867,–99.899235,16.8
VA,51720,Norton [9],"3,958",7.481,0.034,7.515,36.931549,–82.625996,13.23
VA,51135,Nottoway,"15,853",314.392,1.657,316.049,37.143696,–78.052162,17.4
OK,40105,Nowata,"10,536",565.777,15.008,580.785,36.789615,–95.613312,17.4
MS,28103,Noxubee,"11,545",695.138,4.842,699.98,33.10627,–88.565787,15.59
NE,31129,Nuckolls,"4,500",575.155,0.664,575.819,40.176492,–98.046842,17.9
TX,48355,Nueces,"340,223",838.482,327.116,"1,165.60",27.739406,–97.521643,17.7
NV,32023,Nye,"43,946","18,181.92",16.683,"18,198.61",37.966379,–116.459047,17.48
MI,26125,Oakland,"1,202,362",867.663,39.631,907.294,42.660452,–83.384210,16.5
TN,47131,Obion,"31,807",544.728,10.778,555.506,36.358175,–89.150175,13.19
IA,19141,O'Brien,"14,398",573.035,0.173,573.208,43.083746,–95.625624,17.24
NJ,34029,Ocean,"576,567",628.781,286.62,915.401,39.86585,–74.263027,18.1
MI,26127,Oceana,"26,570",512.071,793.879,"1,305.95",43.647255,–86.807575,19.88
TX,48357,Ochiltree,"10,223",917.627,0.514,918.141,36.278744,–100.815864,22.29
GA,13219,Oconee,"32,808",184.29,2.082,186.372,33.834125,–83.437728,12.8
SC,45073,Oconee,"74,273",626.334,47.179,673.513,34.748759,–83.061522,15.64
WI,55083,Oconto,"37,660",997.988,150.807,"1,148.80",44.996575,–88.206516,17.87
